"date_stamp","count","user_id","product_id"
"2017-07-10","2","607","5135"
"2021-09-26","2","32","4671"
"2016-03-05","3","556","4999"
"2016-06-21","3","521","5591"
"2018-08-20","4","223","332"
"2020-09-03","2","502","864"
"2021-03-09","3","171","960"
"2012-12-07","4","979","7081"
"2014-08-13","4","205","6051"
"2015-04-06","3","813","4444"
"2014-05-23","3","281","4750"
"2019-11-07","4","503","2181"
"2017-10-18","1","899","1968"
"2017-07-27","4","766","4722"
"2016-05-25","2","880","7781"
"2017-01-08","2","865","1509"
"2020-07-14","2","107","5417"
"2017-10-20","4","171","4839"
"2017-11-24","3","23","6850"
"2020-04-23","2","651","5687"
"2018-05-02","4","248","1872"
"2018-07-12","2","154","2853"
"2021-04-11","4","991","3051"
"2014-03-31","3","410","2852"
"2015-11-04","4","370","262"
"2012-10-11","4","617","2205"
"2017-06-14","1","637","7188"
"2018-12-20","2","337","2763"
"2014-05-19","2","465","1079"
"2021-11-29","2","124","1675"
"2019-04-22","3","163","6568"
"2020-04-24","2","913","922"
"2017-05-11","4","326","5010"
"2012-08-27","1","389","7950"
"2014-08-29","2","182","4770"
"2021-06-28","2","727","4981"
"2016-07-29","1","587","5490"
"2021-10-02","2","506","4725"
"2019-09-03","3","471","2463"
"2012-07-26","4","949","430"
"2021-04-28","3","771","7871"
"2016-04-25","4","860","4784"
"2013-01-04","4","792","7587"
"2015-03-06","3","679","6927"
"2017-09-25","3","31","5056"
"2021-05-29","1","566","5819"
"2020-04-01","4","251","7166"
"2015-10-31","3","575","4835"
"2018-09-15","4","882","2246"
"2013-01-31","2","44","2772"
"2014-07-24","2","972","4756"
"2019-08-03","2","859","5411"
"2012-02-21","1","556","6091"
"2016-03-10","4","144","3254"
"2015-03-12","3","478","7019"
"2015-02-08","1","899","1786"
"2015-03-09","4","585","7874"
"2015-09-09","4","973","186"
"2013-12-13","1","856","6136"
"2013-03-23","4","209","3266"
"2019-02-04","1","55","4442"
"2019-10-10","1","290","5034"
"2012-04-05","4","862","7717"
"2013-09-19","1","762","6653"
"2015-10-24","3","391","6466"
"2019-11-23","2","7","103"
"2012-05-23","3","249","4665"
"2020-02-23","4","71","3220"
"2018-08-05","1","741","5236"
"2016-08-12","3","37","5096"
"2019-07-19","1","96","7828"
"2015-03-01","2","471","6595"
"2020-03-27","1","939","6487"
"2019-01-03","1","286","3736"
"2014-07-20","4","503","6611"
"2015-05-08","4","583","7283"
"2016-05-25","2","662","4914"
"2014-02-15","3","212","483"
"2018-12-21","1","937","6588"
"2019-12-29","1","803","1648"
"2012-07-30","2","736","5864"
"2020-03-22","2","940","7454"
"2012-05-26","1","543","4970"
"2015-02-27","4","169","7150"
"2018-05-24","3","614","5272"
"2012-06-28","4","440","1450"
"2013-01-26","4","72","6202"
"2014-02-11","2","759","5287"
"2021-10-29","1","845","7306"
"2019-08-15","2","750","467"
"2021-11-13","2","596","5222"
"2019-03-10","4","221","1051"
"2013-04-01","2","848","3240"
"2019-03-22","1","749","4471"
"2012-07-01","1","906","2869"
"2018-06-29","3","762","4956"
"2014-03-26","4","523","2961"
"2016-01-12","3","345","2135"
"2012-06-02","2","435","6674"
"2013-10-16","2","315","2551"
"2016-10-03","1","197","6099"
"2012-05-16","2","420","4108"
"2015-12-29","1","774","2737"
"2020-02-27","1","283","4999"
"2016-10-18","4","41","7129"
"2014-06-10","2","186","3895"
"2020-08-30","2","190","4597"
"2017-06-05","4","544","756"
"2020-06-05","3","474","3877"
"2021-04-02","4","985","1713"
"2015-01-09","2","193","5031"
"2020-07-28","1","92","4494"
"2013-10-24","3","199","1758"
"2018-03-16","2","869","2736"
"2019-07-11","2","46","383"
"2012-08-11","2","812","1381"
"2020-10-15","2","280","613"
"2014-12-07","2","538","2934"
"2013-02-14","4","129","546"
"2016-11-07","1","618","4439"
"2021-12-06","3","268","5423"
"2014-06-21","3","536","3225"
"2016-06-11","4","376","935"
"2015-07-02","3","177","173"
"2021-09-26","2","580","240"
"2021-12-10","1","736","5996"
"2014-04-30","2","458","3741"
"2016-02-19","2","117","4767"
"2021-02-02","4","359","6533"
"2013-06-01","3","395","3032"
"2013-02-08","3","127","6524"
"2021-06-20","1","588","6131"
"2021-03-12","4","683","4785"
"2014-07-30","4","173","723"
"2017-01-06","4","37","2651"
"2014-10-29","3","613","1654"
"2016-03-13","1","472","7456"
"2015-12-02","2","656","2938"
"2021-01-28","3","506","4307"
"2020-05-08","2","597","2025"
"2014-05-01","3","482","4612"
"2021-10-16","1","3","260"
"2020-11-09","3","82","825"
"2019-06-24","3","850","5591"
"2017-07-04","4","715","4303"
"2017-09-04","1","392","4280"
"2015-05-24","3","285","2742"
"2017-11-11","4","893","3642"
"2020-02-24","3","79","6419"
"2021-12-15","2","984","1490"
"2012-02-26","1","793","7526"
"2017-02-20","3","680","6696"
"2014-06-04","1","433","1080"
"2016-10-07","4","108","6807"
"2020-11-18","2","278","119"
"2021-06-05","1","749","5265"
"2017-07-25","2","179","2725"
"2016-10-30","1","330","4078"
"2020-01-18","1","386","2396"
"2018-04-09","2","642","7719"
"2019-03-16","1","257","6927"
"2014-06-18","4","41","5930"
"2021-03-08","2","800","6421"
"2020-08-08","1","706","834"
"2012-07-27","2","853","4544"
"2015-07-13","3","33","4152"
"2015-05-23","4","991","6806"
"2013-09-03","2","670","7216"
"2019-08-01","3","310","7170"
"2014-04-14","1","482","6303"
"2015-08-28","1","173","7727"
"2018-05-04","4","115","254"
"2018-12-25","3","560","4984"
"2022-01-07","1","551","548"
"2012-03-04","1","87","4133"
"2021-02-06","3","158","1375"
"2020-02-12","2","71","4887"
"2014-02-11","4","625","6742"
"2017-01-26","1","568","4394"
"2020-08-09","4","339","2341"
"2021-04-04","4","532","7477"
"2012-10-15","1","29","5621"
"2013-10-20","4","405","5139"
"2015-05-27","1","835","2935"
"2020-06-09","3","628","7729"
"2014-09-07","2","741","1416"
"2017-02-05","1","771","215"
"2020-06-27","4","737","7846"
"2016-06-24","4","911","6360"
"2013-04-04","1","427","6579"
"2012-04-02","1","496","4721"
"2018-08-15","3","190","5692"
"2014-12-28","1","349","4703"
"2017-08-09","3","694","4303"
"2019-12-27","2","653","5788"
"2020-05-05","3","755","6053"
"2018-05-23","4","245","1537"
"2016-06-15","1","240","1299"
"2015-01-03","2","375","2207"
"2021-12-22","4","368","1047"
"2018-10-19","1","176","3633"
"2016-08-08","2","75","1874"
"2015-11-04","1","422","1314"
"2020-04-03","4","706","6390"
"2015-08-04","1","219","2925"
"2016-10-12","4","685","2605"
"2018-01-09","4","952","3444"
"2019-04-02","3","804","3060"
"2019-01-29","3","70","2024"
"2016-02-06","1","491","4957"
"2017-03-04","2","955","6029"
"2019-12-02","4","99","4561"
"2012-08-17","2","746","6415"
"2015-04-09","4","532","2982"
"2015-10-31","4","167","4892"
"2020-01-11","2","20","510"
"2018-07-09","3","339","6045"
"2019-12-11","4","778","4781"
"2013-02-20","2","778","3501"
"2019-12-20","3","592","6621"
"2019-05-09","4","782","5058"
"2016-03-29","3","951","5679"
"2017-02-28","4","999","1931"
"2019-03-11","2","314","4373"
"2020-02-26","2","847","6356"
"2021-12-12","2","161","138"
"2015-02-26","2","488","2012"
"2016-10-07","2","915","4510"
"2014-06-19","4","489","5203"
"2015-03-05","4","65","6176"
"2016-04-01","4","832","1612"
"2021-08-26","2","313","1257"
"2016-10-17","4","354","5482"
"2018-09-08","2","653","651"
"2020-02-16","2","694","7231"
"2020-05-19","4","349","6472"
"2013-11-19","4","620","3297"
"2018-08-04","2","71","1996"
"2017-11-27","2","792","6067"
"2014-01-04","3","589","1192"
"2020-09-19","4","468","1469"
"2017-05-31","4","213","1110"
"2020-10-06","3","772","6417"
"2018-12-23","4","600","3862"
"2019-12-12","1","245","1075"
"2021-09-24","1","121","6806"
"2017-06-01","3","52","6796"
"2019-07-24","4","820","2305"
"2017-11-01","2","989","2536"
"2013-03-28","1","427","3847"
"2017-03-24","1","992","1342"
"2020-12-15","4","169","5786"
"2017-10-28","3","183","2850"
"2017-04-15","1","331","6807"
"2016-03-30","4","248","53"
"2021-11-19","2","195","805"
"2013-11-19","1","595","5435"
"2019-05-30","4","768","115"
"2018-10-29","4","841","1186"
"2021-07-02","4","538","3058"
"2017-12-08","3","775","4628"
"2019-11-12","1","591","7345"
"2014-05-28","4","461","3534"
"2016-02-25","3","38","771"
"2019-11-22","1","156","252"
"2012-08-14","1","686","7438"
"2020-11-21","4","582","599"
"2013-09-23","4","786","4932"
"2015-08-16","3","857","2764"
"2013-07-18","2","75","7749"
"2020-03-24","4","434","622"
"2019-05-29","2","865","4200"
"2015-12-02","3","149","2343"
"2016-12-20","3","66","5921"
"2020-11-15","4","363","2155"
"2013-02-20","1","453","6090"
"2019-10-11","3","57","3877"
"2018-08-02","1","593","338"
"2012-12-20","4","973","4361"
"2020-01-20","4","335","3795"
"2021-11-19","1","933","2163"
"2021-06-22","3","835","2449"
"2015-03-08","2","451","420"
"2016-01-20","4","752","7335"
"2014-03-29","2","785","3747"
"2016-01-03","4","208","3574"
"2021-02-25","2","698","3419"
"2016-08-04","3","807","2943"
"2014-03-18","4","869","5658"
"2012-04-07","2","740","5788"
"2015-08-07","2","369","6846"
"2018-02-05","4","473","7483"
"2014-09-30","4","554","908"
"2021-03-11","2","743","5339"
"2017-06-26","4","591","2225"
"2021-01-27","3","485","1375"
"2017-02-24","2","538","3985"
"2013-05-05","3","574","1524"
"2015-05-13","3","21","4728"
"2014-11-22","1","157","5902"
"2014-04-25","3","470","654"
"2014-03-17","2","108","6287"
"2017-08-11","3","25","1530"
"2016-08-28","4","337","6957"
"2019-06-11","1","549","1243"
"2017-07-29","3","376","1825"
"2013-10-16","4","101","5408"
"2016-03-26","3","393","1177"
"2015-09-16","2","47","7186"
"2020-08-28","3","571","3256"
"2016-01-02","2","195","7583"
"2020-07-27","3","282","97"
"2017-02-10","3","697","6958"
"2016-02-05","4","393","6993"
"2012-11-26","3","353","2986"
"2013-04-16","1","314","5364"
"2015-11-12","4","692","3614"
"2019-12-09","4","412","2697"
"2015-07-30","1","146","166"
"2021-01-23","2","345","3214"
"2018-02-11","1","441","6030"
"2015-12-22","4","818","5766"
"2017-06-15","2","473","2722"
"2019-04-29","3","648","7315"
"2017-05-12","3","503","1521"
"2016-06-29","4","571","4095"
"2021-08-12","4","831","7674"
"2020-01-02","2","737","1778"
"2014-03-13","2","968","857"
"2016-04-24","3","589","7351"
"2018-04-25","2","737","4369"
"2018-08-24","4","895","4518"
"2014-07-26","1","223","3832"
"2021-06-25","2","221","7357"
"2020-12-03","1","877","7509"
"2016-04-06","3","102","1330"
"2016-06-22","2","345","6360"
"2016-01-18","1","769","4148"
"2013-10-28","3","641","7652"
"2020-06-10","2","493","947"
"2019-08-14","2","506","6684"
"2020-05-16","4","410","4115"
"2018-12-20","2","989","3940"
"2018-07-14","2","358","3019"
"2017-05-05","1","470","642"
"2021-09-28","1","301","6135"
"2012-02-27","2","127","5101"
"2020-06-14","3","33","6375"
"2017-12-28","3","835","32"
"2017-10-20","1","176","2933"
"2016-10-19","2","199","5715"
"2012-09-13","2","887","2066"
"2012-03-12","4","869","3962"
"2020-12-08","2","139","1892"
"2019-06-21","3","190","1469"
"2017-06-24","1","892","2626"
"2014-03-05","3","732","691"
"2020-06-08","2","773","4386"
"2013-07-08","3","354","3598"
"2018-02-04","3","7","3658"
"2019-11-01","1","542","4785"
"2019-11-16","4","62","7210"
"2012-05-11","1","943","4950"
"2018-01-12","2","864","4223"
"2017-03-13","4","124","1563"
"2019-05-18","2","944","3959"
"2012-12-10","4","573","2065"
"2018-08-05","3","953","4735"
"2015-08-10","4","371","5602"
"2015-04-26","2","672","4291"
"2012-07-11","3","430","1413"
"2020-11-16","4","612","6923"
"2020-06-19","3","981","2730"
"2016-09-17","4","352","6761"
"2014-05-01","4","561","1383"
"2015-08-19","3","845","4127"
"2017-01-24","2","841","7237"
"2016-01-11","4","376","464"
"2020-12-21","2","750","4873"
"2013-12-22","1","54","3582"
"2012-05-15","1","618","4165"
"2014-05-05","1","599","10"
"2016-12-02","4","1","4279"
"2017-07-15","4","325","1521"
"2014-10-26","2","64","383"
"2016-05-16","3","352","5416"
"2017-05-08","1","316","7420"
"2014-09-02","3","19","840"
"2020-08-01","1","250","1756"
"2016-09-03","2","484","7246"
"2018-05-19","3","432","3430"
"2012-06-03","2","860","3725"
"2015-01-17","4","346","3055"
"2021-03-23","2","811","7905"
"2015-09-16","2","279","5822"
"2019-09-26","2","747","4077"
"2020-09-25","4","699","6380"
"2016-05-30","4","383","6276"
"2020-04-29","3","314","3983"
"2021-09-10","4","921","2694"
"2021-08-28","2","809","703"
"2013-10-02","2","57","2907"
"2017-05-04","3","463","4012"
"2016-12-30","4","94","4130"
"2016-05-08","3","365","3732"
"2018-07-12","4","929","6775"
"2012-08-02","1","201","1328"
"2016-08-20","2","470","3788"
"2012-08-28","4","799","7690"
"2020-03-27","2","116","2174"
"2020-05-31","2","325","4704"
"2013-10-29","4","507","1213"
"2016-12-29","2","819","6632"
"2019-02-09","1","376","1549"
"2013-04-19","1","210","4339"
"2012-05-28","4","524","738"
"2018-10-04","4","83","6863"
"2021-05-02","2","2","3187"
"2016-05-08","4","793","5323"
"2020-06-16","2","143","7532"
"2018-10-22","3","664","1536"
"2021-05-28","1","300","3403"
"2021-07-18","1","228","4316"
"2015-12-08","3","712","3771"
"2020-02-02","4","76","5927"
"2020-04-30","3","843","5445"
"2016-03-21","4","8","7497"
"2019-11-22","4","685","4056"
"2013-08-05","4","516","954"
"2014-10-06","2","556","5605"
"2013-05-05","2","521","7819"
"2020-01-10","2","67","5387"
"2017-01-16","2","610","3346"
"2018-03-28","3","442","5079"
"2020-09-23","1","287","3307"
"2018-12-07","2","723","4900"
"2017-07-21","1","227","7514"
"2012-05-16","3","623","1891"
"2018-01-26","1","701","5648"
"2019-11-15","4","513","2233"
"2016-09-13","3","967","2485"
"2014-12-24","4","13","4753"
"2019-11-22","1","887","7528"
"2021-04-21","1","770","819"
"2012-02-26","2","735","1373"
"2016-04-28","4","751","4003"
"2012-03-07","1","222","150"
"2018-08-29","3","757","1560"
"2014-10-29","1","190","6728"
"2019-10-06","2","148","5822"
"2016-11-30","2","342","7081"
"2014-02-24","4","269","3243"
"2012-03-09","2","153","700"
"2020-03-08","1","561","4708"
"2018-11-20","4","831","7105"
"2014-06-13","4","548","6726"
"2021-11-27","3","905","2265"
"2019-05-04","2","276","7714"
"2012-05-14","4","457","4897"
"2019-10-17","4","172","4358"
"2018-01-06","3","951","6955"
"2015-07-25","1","992","4284"
"2020-06-02","4","683","6396"
"2015-10-13","4","535","2209"
"2020-01-21","4","176","1278"
"2016-05-24","4","146","1505"
"2014-11-28","3","262","1436"
"2012-05-18","3","929","6675"
"2021-03-02","4","399","681"
"2021-02-20","3","766","4432"
"2013-12-16","2","24","1668"
"2018-05-30","2","167","604"
"2013-11-22","1","97","4263"
"2021-12-01","1","110","2657"
"2018-05-19","4","483","7062"
"2018-05-02","3","984","5572"
"2019-02-20","3","583","3508"
"2017-04-10","2","749","3580"
"2019-06-27","4","647","7222"
"2017-10-22","4","362","72"
"2016-02-21","3","156","6177"
"2021-02-26","1","237","1893"
"2017-11-23","2","339","4499"
"2016-02-15","4","112","2270"
"2020-08-29","1","662","130"
"2018-05-31","2","882","5563"
"2014-09-17","4","550","6343"
"2017-06-24","4","916","6713"
"2017-06-01","2","597","5141"
"2017-09-26","2","530","3159"
"2016-06-16","4","720","6586"
"2014-09-27","2","188","6709"
"2019-08-24","3","219","3927"
"2020-01-28","4","574","7625"
"2021-01-04","3","462","7289"
"2017-01-17","2","842","6324"
"2016-06-08","4","285","6427"
"2021-08-28","4","777","7672"
"2012-08-04","3","66","4555"
"2016-10-30","3","233","7814"
"2022-01-12","3","813","7985"
"2014-08-26","3","698","7737"
"2017-02-06","4","204","5152"
"2013-09-11","4","140","4016"
"2021-03-27","4","804","439"
"2012-05-08","4","816","4991"
"2016-07-10","2","486","4034"
"2021-04-03","3","818","2580"
"2021-06-07","2","140","5216"
"2020-05-08","2","631","1178"
"2014-05-04","2","36","3822"
"2020-06-17","2","673","4153"
"2021-07-11","1","813","7396"
"2013-09-22","2","231","2099"
"2021-07-09","2","950","4022"
"2012-02-27","4","176","1483"
"2017-09-04","4","380","7293"
"2014-04-06","4","933","2354"
"2016-04-02","2","443","6263"
"2013-10-13","4","157","5100"
"2015-10-07","2","875","3464"
"2021-04-10","4","767","3465"
"2019-07-02","3","595","24"
"2020-05-30","1","592","1671"
"2020-04-07","4","639","2148"
"2014-06-02","1","625","1842"
"2018-03-29","3","41","3325"
"2012-08-27","1","431","5219"
"2018-08-03","3","276","1023"
"2012-08-06","2","991","1043"
"2020-08-20","1","451","6585"
"2016-06-28","3","952","1399"
"2015-05-31","4","584","7701"
"2013-09-29","1","176","2597"
"2012-07-16","3","522","1299"
"2015-02-14","3","524","2608"
"2012-03-18","2","571","5817"
"2015-02-26","3","966","3189"
"2015-09-27","2","166","440"
"2014-02-23","4","484","3179"
"2015-05-16","3","648","5594"
"2017-04-20","1","620","1308"
"2019-03-23","3","851","2458"
"2019-02-03","2","187","5037"
"2013-10-31","1","862","7682"
